City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
632,Elizabeth City,US,84.2,few clouds,36.29,-76.25,Hampton Inn Elizabeth City
633,Vanimo,PG,76.91,clear sky,-2.67,141.3,Vahmoneh Lodge Vanimo
634,Campina Verde,BR,78.78,few clouds,-19.54,-49.49,Hotel Lino
635,Payo,ID,72.54,broken clouds,-3.75,103.64,Mess keban agung
636,Tura,IN,73.26,light rain,25.52,90.22,Hotel RIKMAN Continental
637,Celestun,MX,86.76,overcast clouds,20.87,-90.4,Posada Lilia
638,Merke,KZ,66.69,clear sky,42.87,73.18,Gostinitsa
641,Ca Mau,VN,78.26,broken clouds,9.18,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
644,Shimoda,JP,79.0,clear sky,34.67,138.95,Shimoda Tokyu Hotel
647,Saint-Ambroise,CA,69.8,scattered clouds,48.55,-71.33,Motel Saint-Ambroise
649,Praya,CV,80.6,few clouds,14.92,-23.51,LT Aparthotel
651,Pilar,BR,78.8,scattered clouds,-9.6,-35.96,Pousada e churrascaria Manguaba
652,Luau,AO,76.55,broken clouds,-10.71,22.22,Kimbo Hotel
653,Oxbow,CA,87.01,broken clouds,49.23,-102.17,Bow Manor Motor Hotel
654,Huaiyin,CN,73.51,moderate rain,33.59,119.02,锦江之星
655,Brokopondo,SR,87.8,scattered clouds,4.75,-55.17,Matu Island
656,Svetlyy,RU,66.99,mist,54.67,20.13,"Gostinitsa-Kafe, Alena"
657,Mazatlan,MX,86.0,overcast clouds,23.22,-106.42,Gaviana Resort
658,Cam Ranh,VN,78.8,broken clouds,11.92,109.16,OYO 598 Peony Hotel
663,Karpathos,GR,75.2,clear sky,35.51,27.21,Alex
664,Trat,TH,86.0,overcast clouds,12.5,102.5,สวนหนิง-อัศ
665,Dayong,CN,82.4,few clouds,25.02,118.29,Haiyue Express Hotel
666,Norden,DE,71.6,scattered clouds,53.6,7.2,Hotel Aquarius
667,Buin,CL,73.4,clear sky,-33.73,-70.75,Paihuen
668,Seoul,KR,77.0,overcast clouds,37.57,126.98,LOTTE HOTEL SEOUL
670,Yibin,CN,71.92,clear sky,28.77,104.62,Handsome Guesthouse
672,Basoko,CD,73.72,broken clouds,1.24,23.62,Flat Hotel La Benediction
678,Yarada,IN,80.6,mist,17.65,83.27,"D-26/2, Dolphin Hill,"
679,Crepy-En-Valois,FR,82.4,scattered clouds,49.23,2.89,Hôtel Akena City - Crepy en Valois
681,Kampot,KH,77.0,few clouds,10.62,104.18,Champa Lodge
683,Taozhuang,CN,70.29,light rain,34.85,117.33,New Century Fengming Resort Zaozhuang
684,Kushikino,JP,78.57,light rain,31.72,130.27,Tajiri Inn
687,Kupang,ID,71.2,clear sky,-10.17,123.58,Sylvia Hotel Premier Kupang
688,Alofi,NU,78.8,scattered clouds,-19.06,-169.92,Taloa Heights
690,Muleba,TZ,69.8,few clouds,-1.84,31.65,NALPHIN HOTEL
691,Jalu,LY,82.96,clear sky,29.03,21.55,Jalu Hotel
692,Rocky Mountain House,CA,69.55,moderate rain,52.37,-114.92,Walking Eagle Inn & Lodge
694,Kollam,IN,80.6,mist,8.88,76.6,The Raviz Ashtamudi
695,Mattru,SL,72.97,moderate rain,7.62,-11.83,Boima Gbondo's Compound
